Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,season
Bilal Brahimi,FRA,FWDF,Angers,Ligue 1,22,2000,9,3,338,3.8,0.0,1.58,0.53,33.3,0.0,0.0,17.7,0.0,0.0,0.0,18.7,25.8,72.4,298.2,86.1,0.26,1.84,0.53,1.05,0.79,1.05,3.68,2.11,0.0,1.05,0.0,0.53,0.0,0.79,0.26,0.0,0.26,0.0,0.26,0.0,0.79,0.26,0.0,0.53,0.26,0.26,0.0,0.26,0.53,1.32,0.26,0.0,40.8,0.0,6.05,18.7,21.1,4.47,38.2,,,,,,32.6,202.9,131.3,5.26,2.11,1.84,2.37,3.95,31.1,7.37,0.0,0.0,0.0,0.79,2.63,0.26,3.42,0.26,0.26,0.0,0.0,4.47,0.53,1.84,22.2,2021-2022
Bilal Brahimi,FRA,MFFW,Nice,Ligue 1,22,2000,11,2,378,4.2,0.0,0.95,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,30.7,43.8,70.1,529.3,130.0,0.0,2.86,1.19,2.38,1.67,1.9,4.05,3.1,0.95,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,0.0,0.24,0.0,0.24,0.48,0.71,0.24,0.0,55.0,0.48,5.48,23.3,32.6,4.29,49.3,,,,,,40.2,307.1,183.8,10.0,3.81,0.95,3.57,2.14,39.5,6.67,0.24,0.0,0.0,1.43,2.38,0.48,5.71,0.24,0.0,0.0,0.0,7.38,0.48,0.24,66.7,2021-2022
Martin Braithwaite,DEN,FW,Barcelona,La Liga,30,1991,4,3,235,2.6,0.77,2.69,1.15,42.9,0.29,0.67,12.0,0.0,0.0,0.0,17.7,21.9,80.7,258.8,40.0,0.38,0.77,0.38,0.77,0.0,1.15,1.15,1.15,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.0,0.38,1.54,0.0,1.54,0.0,0.38,1.54,0.0,35.4,1.54,3.85,16.9,16.9,5.77,34.6,,,,,,26.2,95.4,62.7,3.85,0.77,1.15,3.46,2.31,26.9,6.15,0.0,0.0,0.0,1.92,0.77,0.77,0.38,0.38,0.0,0.0,0.0,4.23,1.15,2.31,33.3,2021-2022
Julian Brandt,GER,MFFW,Dortmund,Bundesliga,26,1996,31,22,2078,23.1,0.39,1.47,0.65,44.1,0.26,0.6,16.5,0.0,0.0,0.0,45.2,57.6,78.4,759.0,210.5,0.35,1.95,3.07,1.82,0.26,5.28,3.68,2.25,1.0,0.3,0.13,0.0,0.0,0.87,0.56,0.22,0.09,0.0,0.0,0.0,1.47,0.91,0.61,0.56,0.3,1.34,0.09,1.26,1.08,2.55,0.48,0.0,69.0,1.08,8.7,35.3,29.2,2.77,64.2,,,,,,45.1,219.9,100.8,5.67,1.52,0.69,2.08,1.73,50.8,7.84,0.13,0.0,0.0,0.69,0.82,0.09,1.52,0.91,0.0,0.0,0.0,7.71,0.61,1.6,27.5,2021-2022
Jarrad Branthwaite,ENG,DF,Everton,Premier League,19,2002,6,4,388,4.3,0.23,0.7,0.47,66.7,0.33,0.5,12.7,0.0,0.0,0.0,19.8,27.0,73.3,370.0,152.8,0.0,0.0,1.63,0.23,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.47,0.7,0.0,0.0,1.63,0.47,1.16,1.86,2.56,3.72,0.0,35.8,6.05,17.2,18.8,1.63,0.7,34.4,,,,,,19.3,74.7,44.4,0.47,0.47,0.0,0.23,0.93,16.5,0.0,0.0,0.23,0.0,0.47,0.93,0.0,0.0,0.47,0.0,0.0,0.0,8.6,3.02,1.4,68.4,2021-2022
Darko Bra�anac,SRB,MF,Osasuna,La Liga,30,1992,35,27,2405,26.7,0.04,0.67,0.19,27.8,0.06,0.2,13.7,0.0,0.0,0.0,25.8,34.3,75.1,408.0,88.9,0.07,1.05,2.17,0.6,0.15,2.06,2.13,1.87,0.0,0.0,0.11,0.07,0.07,0.22,0.19,0.0,0.0,0.04,0.0,0.0,1.69,1.27,0.64,0.67,0.37,1.35,0.34,1.01,1.09,2.77,1.05,0.0,43.7,1.35,6.4,21.6,18.1,3.56,42.1,,,,,,25.8,118.7,65.2,3.6,1.46,0.37,1.57,1.16,28.3,6.22,0.3,0.0,0.0,2.21,1.2,0.34,0.94,1.27,0.0,0.0,0.0,7.45,2.13,2.32,47.9,2021-2022
Lilian Brassier,FRA,DF,Brest,Ligue 1,22,1999,31,23,2263,25.1,0.04,0.44,0.08,18.2,0.09,0.5,19.2,0.0,0.0,0.0,40.5,49.7,81.4,945.5,336.9,0.0,0.28,3.43,0.44,0.08,3.39,0.84,0.72,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.91,1.16,1.24,0.6,0.08,1.87,0.88,1.0,2.39,4.3,4.58,0.0,61.0,7.77,33.0,28.0,4.22,0.88,57.6,,,,,,37.3,232.7,130.9,2.95,0.64,0.16,0.48,0.32,37.8,0.28,0.16,0.0,0.0,0.96,0.68,0.0,0.52,1.16,0.0,0.04,0.04,7.93,1.99,1.04,65.8,2021-2022
Claudio Bravo,CHI,GK,Betis,La Liga,39,1983,17,17,1456,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,31.3,64.1,699.3,459.3,0.0,0.06,0.43,0.06,0.0,0.0,0.19,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,33.1,28.6,33.0,0.19,0.0,0.0,22.8,,,,,,16.2,80.1,49.1,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.12,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.06,0.0,4.2,0.06,0.0,100.0,2021-2022
Iker Bravo,ESP,FW,Leverkusen,Bundesliga,17,2005,1,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0,20.0,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022
Fabian Bredlow,GER,GK,Stuttgart,Bundesliga,27,1995,4,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,31.8,90.6,649.5,354.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,29.3,35.0,0.25,0.0,0.0,25.5,,,,,,15.3,51.8,18.8,0.0,0.0,0.0,0.25,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,2021-2022
Josip Brekalo,CRO,MF,Wolfsburg,Bundesliga,23,1998,1,0,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,90.0,72.2,1180.0,160.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,20.0,45.0,65.0,5.0,110.0,,,,,,80.0,340.0,130.0,5.0,0.0,0.0,0.0,10.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,100.0,2021-2022
Josip Brekalo,CRO,FWMF,Torino,Serie A,23,1998,32,26,2286,25.4,0.28,1.73,0.67,38.6,0.16,0.41,18.6,0.08,0.0,0.0,33.3,46.4,71.8,621.3,145.4,0.08,2.2,1.89,1.34,0.35,3.23,4.29,2.83,0.75,0.31,0.2,0.12,0.08,0.39,0.28,0.0,0.08,0.0,0.0,0.04,0.47,0.24,0.2,0.12,0.16,0.71,0.04,0.67,0.43,0.91,0.31,0.04,55.8,0.59,5.24,25.2,29.7,2.76,51.4,,,,,,40.0,232.4,115.0,6.06,2.17,0.91,1.81,1.61,41.9,6.02,0.04,0.0,0.0,0.83,0.83,0.2,3.07,0.24,0.0,0.0,0.0,6.61,0.79,1.65,32.3,2021-2022
Gleison Bremer,BRA,DF,Torino,Serie A,25,1997,33,33,2890,32.1,0.09,0.87,0.31,35.7,0.11,0.3,9.1,0.0,0.0,0.0,37.2,43.7,85.1,848.7,218.7,0.03,0.22,1.65,0.06,0.0,1.65,0.69,0.44,0.03,0.0,0.16,0.0,0.06,0.06,0.03,0.0,0.0,0.03,0.0,0.0,1.59,0.84,0.75,0.81,0.03,2.68,0.84,1.84,3.64,5.23,6.2,0.03,58.7,7.04,30.2,28.9,3.05,1.68,57.9,,,,,,31.4,170.9,68.7,1.4,0.31,0.03,0.4,0.5,27.6,0.25,0.22,0.0,0.0,2.21,0.69,0.16,0.03,0.84,0.0,0.0,0.0,14.3,4.8,4.21,53.3,2021-2022
Jimmy Briand,FRA,FWMF,Bordeaux,Ligue 1,36,1985,17,1,226,2.5,0.8,3.2,0.8,25.0,0.13,0.5,16.2,0.0,0.4,0.8,26.4,30.4,86.8,360.4,86.0,0.4,4.4,1.2,1.6,0.0,2.8,6.8,5.6,0.4,0.0,0.8,0.0,0.0,0.8,0.4,0.0,0.0,0.4,0.0,0.0,1.6,0.4,1.2,0.4,0.0,0.8,0.4,0.4,0.0,1.6,0.8,0.0,47.6,1.2,8.0,23.2,21.2,6.4,45.2,,,,,,24.8,90.0,44.4,2.4,2.0,0.8,4.8,3.2,32.4,11.6,0.4,0.0,0.0,2.4,0.4,0.4,0.8,0.4,0.0,0.0,0.0,7.6,1.6,6.4,20.0,2021-2022
Yan Brice Eteki,CMR,MF,Granada,La Liga,24,1997,12,2,343,3.8,0.0,0.53,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,26.1,34.2,76.2,456.1,102.4,0.0,0.26,2.11,0.0,0.0,3.68,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.32,0.53,1.32,0.0,1.58,0.79,0.79,0.79,2.63,1.84,0.26,46.6,4.47,9.47,29.7,9.47,0.26,46.3,,,,,,26.6,92.1,40.0,0.79,0.79,0.0,0.79,2.37,23.4,0.53,0.79,0.0,0.0,4.47,1.58,0.0,0.0,1.32,0.0,0.0,0.0,14.7,3.16,2.37,57.1,2021-2022
Brian Brobbey,NED,FW,RB Leipzig,Bundesliga,20,2002,9,1,131,1.5,0.0,2.67,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,21.3,25.3,84.2,335.3,100.7,1.33,2.0,2.67,0.0,0.0,2.0,2.67,2.0,0.0,0.0,0.67,0.0,0.0,1.33,1.33,0.0,0.0,0.0,0.0,0.0,2.0,1.33,0.0,2.0,0.0,0.67,0.0,0.67,0.0,2.0,0.0,0.0,37.3,0.67,0.67,20.0,19.3,6.67,36.0,,,,,,24.0,94.7,39.3,1.33,1.33,0.67,4.67,1.33,26.7,10.7,0.0,0.0,0.0,2.0,1.33,0.0,0.0,1.33,0.0,0.0,0.0,7.33,2.67,1.33,66.7,2021-2022
Armando Broja,ALB,FW,Southampton,Premier League,20,2001,32,21,1975,21.9,0.27,2.19,0.87,39.6,0.13,0.32,12.1,0.0,0.0,0.0,11.4,18.4,61.9,140.9,28.8,0.0,0.37,0.87,0.09,0.0,0.82,1.69,0.78,0.0,0.27,0.23,0.23,0.18,0.14,0.0,0.0,0.05,0.0,0.09,0.0,0.78,0.55,0.23,0.32,0.23,1.0,0.09,0.91,0.59,1.37,0.37,0.0,31.8,0.64,2.42,14.0,17.5,4.93,31.6,,,,,,19.9,119.6,74.1,3.61,1.05,1.42,2.79,2.83,23.2,5.48,0.09,0.0,0.0,1.74,1.46,0.59,0.87,0.55,0.05,0.0,0.0,4.57,4.29,7.99,34.9,2021-2022
Dylan Bronn,TUN,DF,Metz,Ligue 1,26,1995,30,28,2545,28.3,0.04,0.53,0.25,46.7,0.07,0.14,12.9,0.0,0.0,0.0,33.9,41.0,82.5,753.4,272.7,0.07,0.11,2.16,0.11,0.07,1.87,0.42,0.39,0.0,0.0,0.04,0.0,0.0,0.14,0.11,0.0,0.0,0.04,0.0,0.0,1.8,1.1,1.24,0.46,0.11,2.01,0.74,1.27,2.08,3.89,3.04,0.04,50.2,6.22,27.5,24.0,2.26,0.53,47.5,,,,,,30.7,154.4,98.3,1.94,0.39,0.0,0.25,0.32,30.7,0.11,0.35,0.04,0.04,1.17,0.42,0.11,0.32,1.1,0.0,0.0,0.0,6.89,1.17,1.1,51.6,2021-2022
John Brooks,USA,DF,Wolfsburg,Bundesliga,29,1993,31,29,2615,29.1,0.03,0.41,0.07,16.7,0.08,0.5,13.0,0.0,0.0,0.0,49.9,58.3,85.6,1160.1,402.7,0.03,0.24,3.75,0.27,0.03,3.88,0.62,0.52,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.62,0.86,1.0,0.58,0.03,1.79,0.72,1.07,2.1,3.71,5.4,0.07,69.8,9.42,38.2,34.0,2.54,0.89,67.5,,,,,,42.6,234.9,116.6,2.51,0.62,0.03,0.34,0.14,44.2,0.14,0.07,0.0,0.0,0.34,0.55,0.03,0.14,0.86,0.0,0.03,0.0,10.5,2.92,1.65,63.9,2021-2022
Daniel Brosinski,GER,DF,Mainz 05,Bundesliga,33,1988,11,4,390,4.3,0.0,0.23,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,36.0,56.3,64.0,711.6,421.2,0.0,1.63,3.49,2.09,0.47,6.74,2.33,1.63,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.7,0.47,0.23,0.23,2.33,0.0,2.33,1.4,2.33,1.63,0.0,64.2,3.02,17.2,28.4,22.3,0.23,49.1,,,,,,33.7,183.0,110.9,4.88,2.09,0.23,1.16,0.47,34.7,2.56,0.0,0.0,0.0,0.23,0.7,0.0,3.02,0.7,0.0,0.0,0.0,6.28,1.16,1.16,50.0,2021-2022
Josh Brownhill,ENG,MF,Burnley,Premier League,26,1995,35,32,2955,32.8,0.06,0.88,0.27,31.0,0.07,0.22,22.2,0.12,0.0,0.0,27.4,36.3,75.6,476.1,130.6,0.09,1.22,2.35,0.64,0.03,2.8,2.01,1.25,0.58,0.06,0.03,0.03,0.06,0.12,0.03,0.06,0.03,0.0,0.0,0.0,2.23,1.25,0.76,1.28,0.18,1.55,0.49,1.07,2.41,4.63,1.49,0.0,46.4,2.53,10.0,25.6,13.0,1.25,44.2,,,,,,23.2,94.3,38.7,2.1,1.04,0.12,0.85,0.64,23.9,1.37,0.3,0.0,0.0,1.49,0.88,0.0,0.76,1.25,0.0,0.0,0.0,11.1,1.71,1.22,58.3,2021-2022
Marcelo Brozovi?,CRO,MF,Inter,Serie A,29,1992,35,35,2937,32.6,0.06,0.98,0.4,40.6,0.06,0.15,20.7,0.0,0.0,0.0,72.9,79.6,91.6,1483.7,409.4,0.03,1.01,6.81,0.92,0.25,6.44,2.67,2.42,0.06,0.0,0.06,0.03,0.09,0.34,0.34,0.0,0.0,0.0,0.0,0.0,2.3,1.44,1.13,0.86,0.31,1.26,0.31,0.95,1.6,3.9,1.01,0.0,88.6,4.26,27.3,52.3,16.3,1.07,85.6,,,,,,64.2,379.3,154.6,4.79,1.75,0.12,0.55,0.83,66.5,1.2,0.21,0.0,0.0,1.63,1.17,0.0,0.49,1.44,0.0,0.0,0.0,11.6,0.61,0.89,40.8,2021-2022
C�dric Brunner,SUI,DF,Arminia,Bundesliga,28,1994,27,26,2183,24.3,0.0,0.41,0.0,0.0,0.0,0.0,26.9,0.0,0.0,0.0,31.6,47.2,67.0,650.2,309.5,0.04,0.62,2.51,0.99,0.62,3.13,1.23,0.82,0.25,0.04,0.04,0.04,0.04,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.43,1.28,1.36,0.91,0.16,1.85,0.45,1.4,2.59,5.02,3.42,0.04,58.6,4.61,20.2,26.8,14.0,0.37,47.4,,,,,,27.5,127.0,56.9,2.8,0.66,0.08,0.62,0.53,25.3,0.66,0.25,0.0,0.0,1.65,1.23,0.0,1.85,1.28,0.0,0.04,0.0,9.88,2.35,1.6,59.4,2021-2022
Lewis Brunt,ENG,MF,Leicester City,Premier League,21,2000,1,0,24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,100.0,1470.0,66.7,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,83.3,0.0,0.0,63.3,20.0,3.33,83.3,,,,,,63.3,236.7,130.0,13.3,0.0,0.0,3.33,6.67,73.3,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,2021-2022
Jacob Bruun Larsen,DEN,FWMF,Hoffenheim,Bundesliga,23,1998,25,9,812,9.0,0.44,2.0,0.78,38.9,0.22,0.57,11.9,0.0,0.0,0.0,24.7,33.0,74.7,406.7,92.6,0.0,1.44,1.33,1.44,0.22,2.89,2.78,2.22,0.0,0.22,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.11,0.11,0.0,0.22,2.11,0.44,1.67,0.78,1.11,0.56,0.11,45.1,0.56,7.22,18.2,23.3,5.56,43.1,,,,,,31.0,202.8,117.8,6.0,1.89,1.56,2.67,1.44,33.9,8.22,0.11,0.0,0.0,0.33,0.22,0.67,1.44,0.11,0.0,0.0,0.0,4.56,0.78,2.44,24.1,2021-2022
Bryan,ESP,MFFW,Valencia,La Liga,21,2001,13,9,753,8.4,0.0,1.31,0.24,18.2,0.0,0.0,16.2,0.0,0.0,0.0,18.5,28.9,63.8,320.5,113.1,0.12,1.19,1.19,1.43,0.24,2.74,2.26,1.55,0.48,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.55,0.83,0.48,0.6,0.48,1.43,0.0,1.43,0.71,2.26,0.36,0.0,46.0,0.36,6.43,15.5,27.9,3.33,42.5,,,,,,34.3,183.3,96.1,3.69,1.43,0.95,4.17,2.74,29.3,7.62,0.36,0.0,0.0,1.79,2.5,0.83,3.1,0.83,0.0,0.0,0.0,7.62,0.36,1.07,25.0,2021-2022
Bryan,ESP,FWMF,Tottenham,Premier League,21,2001,9,0,94,1.0,0.0,1.0,1.0,100.0,0.0,0.0,16.2,0.0,0.0,0.0,49.0,63.0,77.8,764.0,240.0,0.0,2.0,1.0,3.0,2.0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,82.0,2.0,10.0,19.0,58.0,4.0,79.0,,,,,,67.0,393.0,246.0,13.0,2.0,0.0,5.0,3.0,59.0,13.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2021-2022
Ante Budimir,CRO,FW,Osasuna,La Liga,30,1991,28,20,1738,19.3,0.41,2.28,0.93,40.9,0.14,0.33,11.5,0.0,0.1,0.1,11.7,18.8,62.2,165.9,27.6,0.1,0.47,0.98,0.21,0.05,0.83,1.61,0.83,0.0,0.1,0.16,0.47,0.05,0.21,0.1,0.0,0.0,0.0,0.1,0.0,1.19,0.57,0.1,0.78,0.31,1.24,0.36,0.88,0.36,1.55,0.62,0.0,32.1,1.09,2.69,15.5,15.8,5.03,31.0,,,,,,14.8,57.5,28.7,1.66,0.73,0.16,3.37,1.66,22.1,6.22,0.16,0.0,0.0,2.07,1.76,0.83,0.26,0.57,0.05,0.0,0.0,4.15,6.11,6.17,49.8,2021-2022
Emi Buend�a,ARG,FWMF,Aston Villa,Premier League,25,1996,35,22,1899,21.1,0.19,2.09,0.66,31.8,0.09,0.29,17.0,0.0,0.0,0.0,33.0,41.5,79.6,534.6,142.5,0.28,2.13,2.99,1.94,0.14,5.12,3.51,2.89,0.14,0.14,0.09,0.24,0.0,0.47,0.33,0.0,0.09,0.05,0.0,0.0,2.46,1.47,1.18,0.9,0.38,1.14,0.24,0.9,0.85,3.32,0.28,0.0,55.2,1.42,7.25,27.3,24.3,3.55,52.7,,,,,,38.8,179.0,98.2,5.83,1.99,0.28,1.52,2.65,38.5,5.31,0.05,0.0,0.0,1.23,2.51,0.14,0.9,1.47,0.0,0.05,0.0,8.15,1.14,2.23,33.8,2021-2022
Osman Bukari,GHA,FWMF,Nantes,Ligue 1,23,1998,24,10,1012,11.2,0.18,1.79,0.8,45.0,0.1,0.22,17.7,0.0,0.0,0.0,21.3,28.5,74.9,299.3,67.4,0.36,1.79,0.8,0.63,0.36,1.43,3.13,2.23,0.09,0.54,0.18,0.0,0.09,0.63,0.54,0.0,0.0,0.0,0.0,0.09,1.61,0.89,0.63,0.63,0.36,0.63,0.0,0.63,1.79,3.39,0.18,0.0,41.2,0.98,5.45,15.3,24.2,5.0,40.4,,,,,,30.1,185.5,111.2,5.89,1.52,0.98,3.04,1.88,27.6,7.77,0.09,0.0,0.0,1.25,0.45,0.45,1.7,0.89,0.0,0.0,0.0,7.86,0.89,1.25,41.7,2021-2022
Aleksander Buksa,POL,FW,Genoa,Serie A,19,2003,4,0,63,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,21.4,40.0,102.9,47.1,0.0,0.0,1.43,1.43,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,27.1,1.43,2.86,17.1,8.57,2.86,25.7,,,,,,14.3,51.4,27.1,1.43,1.43,0.0,0.0,1.43,15.7,5.71,0.0,0.0,0.0,2.86,0.0,0.0,1.43,0.0,0.0,0.0,0.0,7.14,4.29,4.29,50.0,2021-2022
Alessandro Buongiorno,ITA,DF,Torino,Serie A,22,1999,23,12,1181,13.1,0.0,0.38,0.08,20.0,0.0,0.0,7.6,0.0,0.0,0.0,33.7,41.6,81.1,618.8,183.7,0.08,0.38,2.6,0.08,0.08,2.06,0.61,0.46,0.0,0.0,0.08,0.08,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.76,0.99,0.76,0.76,0.23,1.22,0.53,0.69,2.67,4.43,3.59,0.0,52.7,4.66,21.6,28.0,6.18,0.92,51.7,,,,,,28.6,137.9,69.1,2.6,0.84,0.0,0.61,0.31,30.6,0.38,0.38,0.0,0.0,2.21,1.22,0.08,0.46,0.99,0.0,0.08,0.0,10.1,4.35,2.37,64.8,2021-2022
Sascha Burchert,GER,GK,Greuther F�rth,Bundesliga,32,1989,14,14,1260,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,39.6,59.6,877.1,584.3,0.0,0.07,0.79,0.0,0.0,0.14,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,43.1,37.5,42.8,0.36,0.0,0.0,31.9,,,,,,19.6,104.7,68.1,0.0,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.07,0.0,2021-2022
Delano Burgzorg,NED,FW,Mainz 05,Bundesliga,23,1998,3,0,27,0.3,3.33,6.67,3.33,50.0,0.5,1.0,12.2,0.0,0.0,0.0,13.3,13.3,100.0,103.3,13.3,0.0,0.0,0.0,3.33,0.0,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.33,0.0,3.33,0.0,3.33,0.0,0.0,43.3,0.0,10.0,13.3,30.0,16.7,43.3,,,,,,30.0,50.0,13.3,0.0,0.0,0.0,0.0,3.33,30.0,6.67,0.0,0.0,0.0,6.67,0.0,3.33,0.0,3.33,0.0,0.0,0.0,3.33,0.0,16.7,0.0,2021-2022
Jonathan Burkardt,GER,FWMF,Mainz 05,Bundesliga,21,2000,34,32,2611,29.0,0.38,2.66,1.14,42.9,0.13,0.3,14.1,0.0,0.03,0.03,14.6,20.8,70.1,229.4,49.0,0.1,1.07,1.24,0.76,0.1,1.86,2.28,1.83,0.0,0.07,0.14,0.17,0.07,0.21,0.17,0.0,0.03,0.0,0.0,0.0,0.55,0.34,0.03,0.31,0.21,1.14,0.28,0.86,0.55,1.1,0.52,0.0,35.8,0.9,3.52,16.8,17.8,6.1,34.7,,,,,,25.2,120.8,71.2,3.79,1.03,0.97,3.48,2.55,25.0,7.45,0.0,0.0,0.0,1.03,1.79,0.34,0.93,0.34,0.0,0.0,0.0,5.62,1.52,4.72,24.3,2021-2022
Roman B�rki,SUI,GK,Dortmund,Bundesliga,31,1990,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,69.6,332.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,23.0,0.0,0.0,0.0,20.0,,,,,,11.0,57.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2021-2022
